title,lot_number,price,high_bidder,item_number,page,percent_of_price,artist
"JURASSIC WORLD #2/125 24x36 art print 2017 Mondo, art by Dan McCarthy, variant edition!",6x1074,64,Lu701034,5885240,27,0.01,Dan McCarthy
"JURASSIC WORLD: FALLEN KINGDOM #3/325 24x36 art print 2018 Mondo, art by Mike Saputo!",6x1075,84,Ch707424,5885241,27,0.01,Mike Saputo
"JUSTICE LEAGUE #2/400 24x36 art print 2017 Mondo, art by Lee Bermejo!",6x1076,140,ZedKing,5885242,27,0.02,Lee Bermejo
"JURASSIC PARK #2/325 24x36 art print 2018 Mondo, Phantom City Creative, regular edition!",6x1063,405,Wo702316,5885229,27,0.06,Phantom City Creative
"JUSTICE LEAGUE #2/250 24x36 art print 2017 Mondo, art by Oliver Barrett!",6x1077,120,Wa468784,5885243,27,0.02,Oliver Barrett
"KEEPING ROOM #59/75 18x24 art print 2016 Mondo, full-length Brit Marling by Jay Shaw!",6x1078,17,Fl606086,5885244,27,0.0,Jay Shaw
"KEVIN TONG signed #19/225 18x24 art print 2011 Once Upon A Time: Little Red Cap, regular ed.!",6x1079,42,Ol707673,5885245,27,0.01,Kevin Tong
"KEVIN TONG signed #8/95 18x24 art print 2011 Once Upon A Time: Little Red Cap, variant!",6x1080,32,Wa707262,5885246,27,0.0,Kevin Tong
"KEVIN TONG signed #17/225 18x24 art print 2011 Once Upon A Time: Rapunzel, regular edition!",6x1081,45,Sm707515,5885247,27,0.01,Kevin Tong
"KEVIN TONG signed #8/95 18x24 art print 2011 Once Upon A Time: Rapunzel, variant edition!",6x1082,72,jpo2005,5885248,27,0.01,Kevin Tong
"KEVIN TONG signed #18/225 18x24 art print 2011 Once Upon A Time: Rumplestiltskin, regular!",6x1083,50,Megami,5885249,27,0.01,Kevin Tong
"JURASSIC PARK 2 #302/400 12x36 art print 2010 Mondo, art by Dan McCarthy, unsigned edition!",6x1071,235,Ge686979,5885237,27,0.03,Dan McCarthy
"KEVIN TONG signed #8/95 18x24 art print 2011 Once Upon A Time: Rumplestiltskin, variant!",6x1084,35,alexprestia,5885250,27,0.0,Kevin Tong
"KEVIN TONG signed #17/225 18x24 art print 2011 Once Upon A Time: Sleeping Beauty, regular!",6x1085,72,Si706492,5885251,27,0.01,Kevin Tong
"KEVIN TONG signed #7/95 18x24 art print 2011 Once Upon A Time: Sleeping Beauty, variant!",6x1086,99,Fe700659,5885252,27,0.01,Kevin Tong
"KEVIN TONG signed #7/95 18x24 art print 2011 Once Upon A Time: Snow White, Mondo, variant!",6x1088,40,Fe700659,5885254,27,0.01,Kevin Tong
"KEVIN TONG signed #17/225 18x24 art print 2012 Once Upon A Time: Cinderella, regular edition!",6x1089,63,Si706492,5885255,27,0.01,Kevin Tong
"IRON GIANT #2/245 24x36 art print 2011 Mondo, art by Kevin Tong, first edition!",6x0998,342,pheaber,5885160,27,0.05,Kevin Tong
"KEVIN TONG signed #8/95 18x24 art print 2012 Once Upon A Time: Cinderella, variant edition!",6x1090,62,Fe700659,5885256,27,0.01,Kevin Tong
"KILL BILL: THE WHOLE BLOODY AFFAIR #277/600 24x36 art print 2011 Tyler Stout, regular edition!",6x1091,1250,dannfreeman,5885257,27,0.17,Tyler Stout
"KILL BILL: THE WHOLE BLOODY AFFAIR #206/225 24x36 art print 2011 Tyler Stout, variant edition!",6x1092,2100,mannycalavera,5885258,27,0.29,Tyler Stout
"KILL BILL: VOL. 1 #15/125 24x36 art print 2012 Mondo, Craig Drake, O-Ren, first edition!",6x1094,1128,theJoker,5885260,27,0.15,Craig Drake
"KILL BILL: VOL. 1 #15/520 18x36 art print 2014 Mondo, art by Rockin' Jelly Bean, first edition!",6x1096,675,Se701810,5885262,27,0.09,Rockin' Jelly Bean
"KILL LIST signed #9/100 18x24 art print 2012 by artist Jay Shaw, Mondo, hitman crime art!",6x1097,83,dragonsound,5885263,27,0.01,Jay Shaw
"JURASSIC PARK #2/325 24x36 art print 2015 Mondo, art by Rich Kelly, first edition!",6x1058,190,Bbaker,5885224,27,0.03,Rich Kelly
"JURASSIC PARK signed #14/220 22x39 art print 2011 by Aaron Horkey, regular edition!",6x1051,630,cloud3k,5885217,27,0.09,Aaron Horkey
"KILLER NUN signed artist's proof 18x24 art print 2012 by artist Jay Shaw, Mondo!",6x1098,80,Be699977,5885264,27,0.01,Jay Shaw
"KILLING OF A SACRED DEER #10/250 24x36 art print 2018 Mondo, art by Greg Ruth!",6x1099,240,Na702298,5885265,27,0.03,Greg Ruth
"KILLING THEM SOFTLY #2/125 18x24 art print 2012 Mondo, Pitt, Liotta and cast by Jay Shaw!",6x1100,63,So706818,5885266,27,0.01,Jay Shaw
"JURASSIC WORLD #222/325 24x36 art print 2016 Mondo, art by Shan Jiang!",6x1072,145,Se701810,5885238,27,0.02,Shan Jiang
"KING KONG #7/175 24x36 art print 2012 Mondo, art by Laurent Durieux, Window!",6x1102,479,Ca691213,5885268,27,0.07,Laurent Durieux
"KING KONG #2/325 24x36 art print 2013 Mondo, art by William Stout, first edition!",6x1103,300,fr337108,5885269,27,0.04,William Stout
"KING KONG #20/325 24x36 art print 2016 Mondo, art by Jonathan Burton, City!",6x1104,255,BarryGNYC,5885270,27,0.03,Jonathan Burton
"KING KONG #21/325 24x36 art print 2016 Mondo, art by Jonathan Burton, Jungle!",6x1105,190,Je289373,5885271,27,0.03,Jonathan Burton
"INSIDE OUT #3/420 18x24 art print 2016 Mondo, art by Phantom City Creative, Anger!",6x0985,76,Sauerkraut,5885147,25,0.01,Phantom City Creative
"INSIDE OUT #3/420 18x24 art print 2016 Mondo, art by Phantom City Creative, Disgust!",6x0986,65,renvhoek,5885148,25,0.01,Phantom City Creative
"INSIDE OUT #12/420 18x24 art print 2016 Mondo, Phantom City Creative, Fear!",6x0987,39,grassinp,5885149,25,0.01,Phantom City Creative
"INSIDE OUT #23/420 18x24 art print 2016 Mondo, Phantom City Creative, Joy!",6x0988,70,Os707876,5885150,25,0.01,Phantom City Creative
"HOW TO TRAIN YOUR DRAGON #10/125 24x36 art print 2020 Mondo, art by Taylor, variant edition!",6x0960,255,Mo702280,5885122,25,0.03,Ken Taylor
"GODZILLA #9/125 24x36 art print 2020 Mondo, art by Oliver Barrett, variant edition!",6x0825,925,Re704425,5884987,25,0.13,Oliver Barrett
"INSIDE OUT #2/260 24x36 art print 2019 Mondo, art by Sara Deck!",6x0989,160,Ko707543,5885151,25,0.02,Sara Deck
"INVISIBLE MAN #126/155 24x36 art print 2011 Mondo, art by Kevin Tong, gold variant edition!",6x0991,145,He704026,5885153,25,0.02,Kevin Tong
"INVISIBLE MAN #2/405 24x36 art print 2012 Mondo, art by Francesco Francavilla, Universal!",6x0993,410,Sh701435,5885155,25,0.06,Francesco Francavilla
"I SAW THE DEVIL #47/185 24x36 art print 2011 Mondo, art by Kevin Tong, first edition!",6x0970,180,Dr701775,5885132,25,0.02,Kevin Tong
"INVISIBLE MAN #24/125 24x36 art print 2015 Mondo, art by Elvisdead, Universal!",6x0994,150,De701522,5885156,25,0.02,Elvisdead
"INVISIBLE MAN #2/285 24x36 art print 2011 Mondo, art by Kevin Tong, silver edition!",6x0992,99,babyclerk,5885154,25,0.01,Kevin Tong
"IDIOCRACY signed #2/2016 18x24 art print 2016 by artist Shepard Fairey, Mondo, electrolytes!",6x0973,301,La699446,5885135,25,0.04,Shepard Fairey
"INVISIBLE MAN #4/150 24x36 art print 2018 Mondo, art by Jonathan Burton, variant edition!",6x0996,227,Br707230,5885158,25,0.03,Jonathan Burton
"IRON FIST #25/250 18x24 art print 2017 Mondo, art by Matthew Woodson!",6x0997,78,TheRealMitchV,5885159,25,0.01,Matthew Woodson
"IRON GIANT #2/425 21x36 art print 2012 Mondo, art by Laurent Durieux, first edition!",6x0999,1160,Hi707561,5885161,25,0.16,Laurent Durieux
"HALLOWEEN III #2/250 18x24 art print 2017 Mondo, creepy mask art by Gary Pullin, first ed.!",6x0907,290,HorrorShow13,5885069,25,0.04,Gary Pullin
"IRON GIANT #2/400 18x24 art print 2012 Mondo, art by Mike Mitchell, first edition!",6x1000,225,AoC123,5885162,25,0.03,Mike Mitchell
"IRON GIANT #2/175 18x24 art print 2012 Mondo, art by Mike Mitchell, variant edition!",6x1001,200,Hi707561,5885167,25,0.03,Mike Mitchell
"IRON GIANT signed #1/200 18x24 art print 2014 by Landland, Mondo, first edition!",6x1002,205,Kr706913,5885168,25,0.03,Landland
"IRON GIANT #2/170 12x24 art print 2014 Mondo, art by Jason Edmiston, Car!",6x1004,205,Salla100,5885170,25,0.03,Jason Edmiston
"IRON GIANT #11/150 12x12 art print 2014 Mondo, art by Jason Edmiston, Deer!",6x1005,165,Wa699123,5885171,25,0.02,Jason Edmiston
"HUMAN CENTIPEDE #81/160 24x36 art print 2010 Mondo, art by The Silent Giants!",6x0967,155,tognazzi69,5885129,25,0.02,The Silent Giants
"IRON GIANT #10/170 16x20 art print 2014 Mondo, art by Jason Edmiston, Rain!",6x1006,140,Br699620,5885172,25,0.02,Jason Edmiston
"IRON GIANT #2/305 24x36 art print 2014 Mondo, art by Tom Whalen, first edition!",6x1007,525,Sh699014,5885173,25,0.07,Tom Whalen
"IRON GIANT #2/110 18x24 art print 2014 Mondo, very cool sci-fi art by Jay Shaw!",6x1008,105,Pe703434,5885174,25,0.01,Jay Shaw
"IRON MAN #2/225 24x36 art print 2018 Mondo, art by Chris Koehler, regular edition!",6x1010,146,Lo700291,5885176,25,0.02,Chris Koehler
"HOST #2/100 24x36 art print 2019 Mondo, art by George Bletsis, US variant edition!",6x0950,285,Nu700279,5885112,25,0.04,George Bletsis
"IRON MAN #2/125 24x36 art print 2018 Mondo, art by Chris Koehler, variant edition!",6x1011,130,Pl701824,5885177,25,0.02,Chris Koehler
"IRON MAN #2/345 24x36 art print 2012 Mondo, art by Kevin Tong, regular edition!",6x1012,205,Da702992,5885178,25,0.03,Kevin Tong
"HOUSE OF THE DEVIL signed #77/150 18x24 art print 2010 Mondo, The Silent Giants!",6x0957,360,Lo705307,5885119,25,0.05,The Silent Giants
"IRON MAN #2/120 24x36 art print 2012 Mondo, art by Kevin Tong, variant edition!",6x1013,150,Sk5178,5885179,25,0.02,Kevin Tong
"IRON MAN 2 #222/265 25x37 art print 2010 Mondo, art by Mike Saputo, Alamo!",6x1014,150,portugueso,5885180,25,0.02,Mike Saputo
"IRON MAN 2 #128/130 24x36 art print 2010 Mondo, art by Tyler Stout, variant edition!",6x1016,375,kish59,5885182,25,0.05,Tyler Stout
"IRON MAN 3 #2/450 24x36 art print 2013 Mondo, art by Martin Ansin, first edition!",6x1017,231,Lo700291,5885183,25,0.03,Martin Ansin
"INGRID GOES WEST 18x24 art print 2017 Mondo, woman diving into empty pool by Brian Stauffer!",6x0981,185,Pa703511,5885143,25,0.03,Brian Stauffer
"I, TONYA 16x24 art print 2017 Mondo, art by Rory Kurtz, variant edition!",6x0971,400,Oh703550,5885133,25,0.05,Rory Kurtz
"IT #5/125 18x36 art print 2019 Mondo, art by Daniel Danger, variant edition!",6x1021,113,De702098,5885187,25,0.02,Daniel Danger
"IT'S ALIVE #3/120 24x36 art print 2011 Mondo, art by Jon Smith!",6x1022,80,Ja576008,5885188,25,0.01,Jon Smith
"JACKIE BROWN #317/325 18x24 art print 2010 Mondo, Alamo Drafthouse, Olly Moss, first edition!",6x1023,340,Ha699651,5885189,25,0.05,Olly Moss
"KONG: SKULL ISLAND #3/335 24x36 art print 2017 Mondo, Francavilla, regular edition!",6x1109,160,Tr705819,5885275,29,0.02,Francesco Francavilla
"LITTLE MERMAID #23/190 16x20 art print 2014 Mondo, art by Jason Edmiston, Ursula!",6x1147,138,Co699298,5885313,29,0.02,Jason Edmiston
"KONG: SKULL ISLAND #2/95 24x36 art print 2017 Mondo, Francavilla, variant edition!",6x1110,150,Wh706532,5885276,29,0.02,Francesco Francavilla
"LITTLE MERMAID #2/325 18x24 art print 2017 Mondo, Nicolas Delort, first edition!",6x1148,205,Sc704755,5885314,29,0.03,Nicolas Delort
"LITTLE SHOP OF HORRORS #175/175 24x36 art print 2014 Mondo, Ken Taylor, variant edition!",6x1149,310,Va701519,5885315,29,0.04,Ken Taylor
"LOBSTER #2/250 24x36 art print 2018 Mondo, art by Boris Pelcer!",6x1150,255,Fr706174,5885316,29,0.03,Boris Pelcer
"LONESOME GHOSTS #190/390 18x24 art print 2012 Mondo, art by Tom Whalen, regular edition!",6x1151,125,Ro706698,5885317,29,0.02,Tom Whalen
"LONESOME GHOSTS #95/120 18x24 art print 2012 Mondo, Tom Whalen, Sideshow variant edition!",6x1152,103,elephantwater,5885318,29,0.01,Tom Whalen
"LOOK OF SILENCE #2/75 18x24 art print 2015 Mondo, different profile art by Jay Shaw!",6x1153,55,TaylorRoesch,5885319,29,0.01,Jay Shaw
"LABYRINTH #2/250 24x36 art print 2020 Mondo, art by Julian Totino Tedesco!",6x1118,400,acomley,5885284,29,0.05,Julian Totino Tedesco
"JAWS #24/150 24x36 art print 2016 Mondo, art by Phantom City Creative, variant edition!",6x1032,500,MartinBrody,5885198,29,0.07,Phantom City Creative
"LOOPER #2/320 24x36 art print 2012 Mondo, art by Martin Ansin, gold edition!",6x1154,155,do433332,5885320,29,0.02,Martin Ansin
"KEVIN TONG signed #18/225 18x24 art print 2011 Once Upon A Time: Snow White, Mondo, regular!",6x1087,63,Sh702085,5885253,29,0.01,Kevin Tong
"LORD OF THE RINGS #16/390 12x31 art print 2012 Mondo, art by JC Richard, first edition!",6x1156,250,Ri704561,5885322,29,0.03,JC Richard
"KNIVES OUT #2/250 24x36 art print 2019 Mondo, art by Phantom City Creative",6x1108,230,Do707611,5885274,29,0.03,Phantom City Creative
"LORD OF THE RINGS #3/360 18x24 art print 2012 Mondo, Safe is Where I'll Keep You, first ed.!",6x1159,215,fr337108,5885325,29,0.03,Todd Slater
"LORD OF THE RINGS #2/160 21x36 art print 2012 Mondo, art by Vania Zouravliov, sand edition!",6x1158,290,Pa699701,5885324,29,0.04,Vania Zouravliov
"LORD OF THE RINGS #2/330 24x36 art print 2012 Mondo, art by Shan Jiang, first edition!",6x1157,155,Ha702430,5885323,29,0.02,Shan Jiang
LORD OF THE RINGS: THE FELLOWSHIP OF THE RING #13/580 15x36 art print 2012 regular edition!,6x1166,465,Co701680,5885332,29,0.06,Olly Moss
LORD OF THE RINGS: THE FELLOWSHIP OF THE RING #15/285 15x36 art print 2012 variant edition!,6x1167,365,Sc707718,5885333,29,0.05,Olly Moss
"LORD OF THE RINGS: THE FELLOWSHIP OF THE RING 19x39 art print 2014 Mondo, variant edition!",6x1169,395,Wo702316,5885335,29,0.05,Aaron Horkey
LORD OF THE RINGS: THE RETURN OF THE KING signed #20/260 19x39 art print 2012 reg edition!,6x1170,1355,Wo701592,5885336,29,0.18,Aaron Horkey
"GODZILLA VS. DESTROYAH #2/225 24x36 art print 2020 Mondo, art by Shan Jiang, first edition!",6x0830,295,Tr705819,5884992,29,0.04,Shan Jiang
"LORD OF THE RINGS: THE RETURN OF THE KING #2/180 art print 2013 Witch King & Fell Beast, reg!",6x1173,300,Pu699106,5885339,29,0.04,Florian Bertmer
"LEGEND OF KORRA #3/225 24x36 art print 2019 Mondo, art by Craig Drake!",6x1132,100,Gu701906,5885298,29,0.01,Craig Drake
"JODOROWSKY'S DUNE #2/290 24x36 art print 2012 Mondo, art by Kilian Eng, first edition!",6x1041,1050,Tr706113,5885207,29,0.14,Kilian Eng
LORD OF THE RINGS: THE TWO TOWERS signed #250/487 19x39 art print 2013 regular edition!,6x1176,295,Sh272626,5885342,29,0.04,Aaron Horkey
LORD OF THE RINGS: THE TWO TOWERS signed #121/233 19x39 art print 2013 variant edition!,6x1177,358,theJoker,5885343,29,0.05,Aaron Horkey
"LORDS OF CHAOS #131/175 24x36 art print 2019 Mondo, art by Matt Ryan Tobin, first edition!",6x1178,63,arm1987,5885344,29,0.01,Matt Ryan Tobin
"LORDS OF CHAOS #10/100 24x36 art print 2019 Mondo, art by Matt Ryan Tobin, variant edition!",6x1179,53,Ol707673,5885345,29,0.01,Matt Ryan Tobin
"LEGO MOVIE #12/475 18x24 art print 2014 Mondo, art by Tom Whalen, first edition!",6x1138,303,Ri701951,5885304,29,0.04,Tom Whalen
"LOST EMPIRE #82/275 18x36 art print 2015 Mondo, art by Rockin Jelly Bean!",6x1181,106,Wh701334,5885347,29,0.01,Rockin Jelly Bean
"LUKE CAGE #22/250 18x24 art print 2016 Mondo, art by Matthew Woodson!",6x1182,93,TheRealMitchV,5885348,29,0.01,Matthew Woodson
"MAD #2/175 18x24 art print 2018 Mondo, Jason Edmiston art of outrageous Alfred E. Neuman!",6x1183,127,RichibuctoRiver,5885349,29,0.02,Jason Edmiston
"MAD DOCTOR #2/370 18x24 art print 2011 Mondo, art by Tom Whalen, regular edition!",6x1184,81,Ko701980,5885350,29,0.01,Tom Whalen
"MAD DOCTOR #21/120 18x24 art print 2012 Mondo, art by Tom Whalen, Sideshow variant edition!",6x1185,78,Cachao,5885351,29,0.01,Tom Whalen
"MAD MAX: FURY ROAD #2/375 24x36 art print 2015 Mondo, art by Kilian Eng!",6x1187,347,bigbrownbear14,5885353,29,0.05,Kilian Eng
2nd CHANCE - LORD OF THE RINGS: THE RETURN OF THE KING signed #154/260 19x39 2012 regular ed!,6x1171,1350,Bo699399,5885337,29,0.18,Aaron Horkey
"LORD OF THE RINGS #14/330 24x36 art print 2013 Mondo, Rivera, Precious Cargo, first edition!",6x1165,221,Ma703941,5885331,29,0.03,Paolo Rivera
"LORD OF THE RINGS: THE FELLOWSHIP OF THE RING 19x39 art print 2014 Mondo, Horkey, 1st edition!",6x1168,383,Bo699399,5885334,29,0.05,Aaron Horkey
"JASON EDMISTON signed #56/60 11x14 art print 2013 by artist, Mondo, Good Skin, Leatherface!",6x1024,130,Bo705208,5885190,26,0.02,Jason Edmiston
"JASON EDMISTON #2/225 18x24 art print 2013 Mondo, Jason Edmiston art of Medusa!",6x1025,120,De702973,5885191,26,0.02,Jason Edmiston
"INCREDIBLES 2 #23/290 24x36 art print 2019 Mondo, art by Francesco Francavilla!",6x0980,133,BarryGNYC,5885142,26,0.02,Francesco Francavilla
"GOONIES #2/250 24x36 art print 2014 Mondo, art by James Flames, first edition!",6x0843,530,MartinBrody,5885005,26,0.07,James Flames
"HONEY BOY #2/75 18x24 art print 2019 Mondo, art of bull with red nose by Jay Shaw!",6x0947,53,arm1987,5885109,26,0.01,Jay Shaw
"HARD EIGHT #2/235 18x24 art print 2013 Mondo, art of cast by Rich Kelly, first edition!",6x0916,140,Ed708117,5885078,26,0.02,Rich Kelly
"JAWS #3/375 12x36 art print 2014 Mondo, art by Cesar Moreno, first edition!",6x1029,665,Po705241,5885195,26,0.09,Cesar Moreno
"JAWS signed #149/150 24x36 art print 2016 by artist Matt Taylor, Mondo, variant edition!",6x1031,155,Ec707129,5885197,26,0.02,Matt Taylor
"IDIOCRACY #2/115 18x24 art print 2019 Mondo, completely wacky art by Leslie Herman!",6x0974,250,SLewEsq,5885136,26,0.03,Leslie Herman
"JAWS #2/225 24x36 art print 2017 Mondo, art by Phantom City Creative, SDCC edition!",6x1034,537,MartinBrody,5885200,26,0.07,Phantom City Creative
"JAWS #2/225 24x36 art print 2017 Mondo, art by Phantom City Creative, variant edition!",6x1035,575,dirkmoody,5885201,26,0.08,Phantom City Creative
"JAWS #2/280 24x36 art print 2018 Mondo, movie poster art by Roger Kastel, screen-print ed.!",6x1036,625,kwikweg,5885202,26,0.09,Roger Kastel
"JAY SHAW signed artist's proof 18x24 art print 2012 by artist Jay Shaw, Mondo!",6x1039,35,Go700587,5885205,26,0.0,Jay Shaw
"GRADUATE #14/150 24x36 art print 2015 Mondo, art by Tomer Hanuka, variant edition!",6x0851,420,Fe704390,5885013,26,0.06,Tomer Hanuka
"JESSICA JONES #20/250 18x24 art print 2016 Mondo, art by Matthew Woodson!",6x1040,89,TheRealMitchV,5885206,26,0.01,Matthew Woodson
"JOJO RABBIT signed #29/175 18x24 art print 2019 by Taika Waititi & Stephen Merchant, Liang!",6x1042,555,Oc699046,5885208,26,0.08,Chen Liang
"JONNY QUEST #2/225 24x36 art print 2014 Mondo, art by Matthew Woodson!",6x1043,405,plan3b,5885209,26,0.06,Matthew Woodson
"JOURNEY #2/275 24x36 art print 2018 Mondo, art by Tomislav Jagnjic!",6x1044,135,Ki707782,5885210,26,0.02,Tomislav Jagnjic
"JUDGE DEATH #70/225 24x36 art print 2015 Mondo, art by Florian Bertmer, regular edition!",6x1045,94,Fa707410,5885211,26,0.01,Florian Bertmer
"JUDGE DEATH #57/125 24x36 art print 2019 Mondo, art by Florian Bertmer, variant edition!",6x1046,88,renvhoek,5885212,26,0.01,Florian Bertmer
"JUNGLE BOOK #643/660 24x36 art print 2016 Mondo, art by Daniel Danger, regular edition!",6x1048,250,Dy701939,5885214,26,0.03,Daniel Danger
JUNGLE BOOK signed #2/225 24x30 art print 2014 by Brandon Holt!,6x1049,675,Hi707561,5885215,26,0.09,Brandon Holt
"INVISIBLE MAN #2/300 24x36 art print 2018 Mondo, art by Jonathan Burton, regular edition!",6x0995,310,Be699977,5885157,26,0.04,Jonathan Burton
"JUNGLE BOOK #14/275 24x36 art print 2014 Mondo, art by Olly Moss!",6x1050,1000,RI364046,5885216,26,0.14,Olly Moss
"HEREDITARY #2/300 24x36 art print 2018 Mondo, art by Greg Ruth!",6x0933,255,Br702269,5885095,26,0.03,Greg Ruth
"HANNIBAL #2/125 24x36 art print 2014 Mondo, art by Phantom City Creative, variant edition!",6x0914,480,Ri701951,5885076,26,0.07,Phantom City Creative
"IRON GIANT #322/325 15x25 art print 2014 Mondo, art by Alex Ross!",6x1003,135,Kr706913,5885169,26,0.02,Alex Ross
"JURASSIC PARK signed #13/75 22x39 art print 2011 by Aaron Horkey, variant edition!",6x1052,725,Cr701093,5885218,26,0.1,Aaron Horkey
"JURASSIC PARK #2/125 24x36 art print 2011 Mondo, art by JC Richard, art print edition!",6x1053,631,lolokara,5885219,26,0.09,JC Richard
"JURASSIC PARK #2/375 24x36 art print 2011 Mondo, art by JC Richard, first edition!",6x1054,630,drewxblood,5885220,26,0.09,JC Richard
"JURASSIC PARK #2/160 18x24 art print 2012 Mondo, We Buy Your Kids, first edition!",6x1056,190,Fa702080,5885222,26,0.03,We Buy Your Kids
"IRON MAN 3 #3/250 24x36 art print 2013 Mondo, art by Phantom City Creative, first edition!",6x1019,215,Jugheadd,5885185,26,0.03,Phantom City Creative
"JAWS #2/225 24x36 art print 2017 Mondo, art by Phantom City Creative, regular edition!",6x1033,550,zaichik,5885199,26,0.08,Phantom City Creative
"JURASSIC PARK #2/225 15x30 art print 2014 Mondo, art by Dan McCarthy, first edition!",6x1057,107,Pi707245,5885223,26,0.01,Dan McCarthy
"JURASSIC PARK #2/275 24x36 art print 2012 Mondo, art by Kevin Tong, first edition!",6x1055,302,To701281,5885221,26,0.04,Kevin Tong
"JURASSIC PARK #2/275 24x36 art print 2017 Mondo, art by Kako, regular edition!",6x1059,330,Me704550,5885225,26,0.05,Kako
"JURASSIC PARK #2/150 24x36 art print 2017 Mondo, glow-in-the-dark In-Gen night vision edition!",6x1060,255,Fr621519,5885226,26,0.03,Kako
"IT #3/250 18x36 art print 2019 Mondo, art by Daniel Danger, regular edition!",6x1020,140,Br702269,5885186,26,0.02,Daniel Danger
"JURASSIC PARK #2/300 18x24 art print 2018 Mondo, great art at dig site by Claire Hummel!",6x1062,400,MightyMax,5885228,26,0.05,Claire Hummel
"JURASSIC PARK #2/125 13x25 art print 2018 Mondo, art by Daniel Danger, first edition!",6x1061,250,St707454,5885227,26,0.03,Daniel Danger
"GRAND BUDAPEST HOTEL #11/275 24x36 art print 2014 Mondo, art by Vania Zouravliov!",6x0853,270,Fa707410,5885015,23,0.04,Vania Zouravliov
"GREMLINS #1/115 24x36 art print 2011 Mondo, art by Ken Taylor, Alamo, variant edition!",6x0863,365,Tophatzombies,5885025,23,0.05,Ken Taylor
"HALO #2/325 24x36 art print 2020 Mondo, art by Matt Ryan Tobin, Halo Infinite!",6x0908,195,Pa699701,5885070,23,0.03,Matt Ryan Tobin
"GRANDMASTER #2/145 24x36 art print 2013 Mondo, art by Vania Zouravliov, Chinese edition!",6x0854,235,La674469,5885016,23,0.03,Vania Zouravliov
"GODZILLA #24/275 24x36 art print 2015 Mondo, art by Randy Ortiz, first edition!",6x0814,155,La703824,5884976,23,0.02,Randy Ortiz
"HANDMAIDEN #2/175 24x36 art print 2019 Mondo, art by Tula Lotay, first edition!",6x0910,410,Bo705443,5885072,23,0.06,Tula Lotay
"GREMLINS 2 #2/320 24x36 art print 2011 Mondo, art by Phantom City Creative, first edition!",6x0868,155,Lj707055,5885030,23,0.02,Phantom City Creative
"GUARDIANS OF THE GALAXY #2/375 24x36 art print 2017 Mondo, art by Rivera, regular edition!",6x0876,145,Th704624,5885038,23,0.02,Paolo Rivera
"HANNIBAL signed #149/150 24x36 art print 2014 Mondo, art by Kevin Tong, variant edition!",6x0912,310,Ta701934,5885074,23,0.04,Kevin Tong
"GODZILLA #150/150 18x24 art print 2015 Mondo, art by Jared Muralt, variant edition!",6x0813,159,Ge686979,5884975,23,0.02,Jared Muralt
"HANNIBAL #13/250 24x36 art print 2014 Mondo, art by Phantom City Creative, 1st edition!",6x0913,335,Le702554,5885075,23,0.05,Phantom City Creative
"HANNIBAL #3/300 18x36 art print 2015 Mondo, art by Daniel Danger, first edition!",6x0915,550,Cr706028,5885077,23,0.08,Daniel Danger
"HARD EIGHT #2/115 18x24 art print 2013 Mondo, art of cast by Rich Kelly, variant edition!",6x0917,185,Gi699239,5885079,23,0.03,Rich Kelly
"GUARDIANS OF THE GALAXY #2/350 24x36 art print 2017 Mondo, art by Taylor. regular edition!",6x0878,242,Ha701612,5885040,23,0.03,Matt Taylor
"GODZILLA #2/225 24x36 art print 2020 Mondo, art by Kent Williams, first edition!",6x0823,155,Fi704099,5884985,23,0.02,Kent Williams
"GODZILLA VS. THE SMOG MONSTER signed #3/120 20x30 art print 2020 by Santa-Maria, Mondo, 1st!",6x0835,711,Ru705255,5884997,23,0.1,Attack Peter
"HATEFUL EIGHT #3/2975 24x36 art print 2016 Mondo, art by Jason Edmiston, first edition!",6x0920,270,Po705241,5885082,23,0.04,Jason Edmiston
"HAXAN #25/75 18x24 art print 2016 Mondo, Becky Cloonan, Green Man Green edition!",6x0923,160,corinalake,5885085,23,0.02,Becky Cloonan
"HE-MAN & THE MASTERS OF THE UNIVERSE #25/175 24x36 art print 2015 Mondo, Problem with Power!",6x0924,172,ZedKing,5885086,23,0.02,Mike Saputo
"HELLBOY #117/175 18x24 art print 2014 Mondo, Mike Mignola, First Hellboy Version 2!",6x0926,90,De707067,5885088,23,0.01,Mike Mignola
"HELLBOY II: THE GOLDEN ARMY #354/360 24x36 art print 2011 Mondo, art by Ken Taylor, Alamo!",6x0927,192,Ku706257,5885089,23,0.03,Ken Taylor
"HELLRAISER #61/245 22x33 art print 2011 Mondo, art by Florian Bertmer, first edition!",6x0928,233,Wa707262,5885090,23,0.03,Florian Bertmer
"HALLOWEEN #2/125 24x36 art print 2018 Mondo, art by Bill Sienkiewicz, art print edition!",6x0890,130,Ja576008,5885052,23,0.02,Bill Sienkiewicz
"HELLRAISER #2/355 24x36 English art print 2017 Mondo, art by Matt Ryan Tobin, first edition!",6x0930,174,Sa705316,5885092,23,0.02,Matt Ryan Tobin
"HELTER SKELTER #7/85 18x24 art print 2013 Mondo, Charles Manson in newspaper by Jay Shaw!",6x0931,106,Go700587,5885093,23,0.01,Jay Shaw
"HENRY: PORTRAIT OF A SERIAL KILLER #26/240 24x36 art print 2012 Mondo, art by Ken Taylor, first edition!",6x0932,98,Ad704019,5885094,23,0.01,Ken Taylor
